gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
1,1,22,10,1,2,1,1,4,4,3,4,1,3,2,1,1,1,4,3,1,2,5,1,1,2,1,3,1,na,3
2,1,31,10,2,1,1,1,2,4,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,na,2,na,2
2,1,56,16,1,2,2,1,2,6,3,4,1,5,2,1,1,2,5,1,1,1,2,2,1,1,1,3,1,2,2
1,5,33,10,2,4,1,1,2,2,1,2,1,4,2,1,3,2,3,2,2,3,3,2,1,2,2,na,3,na,2
2,2,56,11,1,1,2,1,2,99,1,2,1,1,2,1,2,2,3,2,2,1,3,2,3,1,1,3,2,na,3
2,3,20,9,2,4,1,1,1,2,3,3,1,1,2,1,1,2,3,2,2,2,3,2,1,1,2,na,3,na,3
1,5,27,9,2,2,2,2,2,1,1,2,na,na,2,1,1,2,3,3,2,1,2,1,1,1,2,na,3,na,5
1,1,72,16,2,na,1,na,na,2,1,1,na,na,na,1,1,2,3,2,3,1,4,2,1,2,2,na,na,na,2
2,1,61,12,1,na,1,na,na,4,3,5,na,na,na,1,1,1,3,1,1,3,2,1,1,2,1,2,2,na,2
2,1,48,14,1,1,1,1,2,2,1,2,1,1,2,1,3,1,3,2,2,2,3,2,1,2,1,3,2,1,4
1,5,27,8,2,4,1,1,2,99,1,1,1,1,2,1,2,2,3,3,3,3,4,2,1,1,1,3,1,na,3
1,6,26,13,1,2,1,1,3,5,3,5,0,na,2,1,1,2,3,1,2,3,4,1,2,1,1,3,2,na,2
2,1,81,9,1,1,1,1,3,99,3,5,1,2,1,2,2,2,4,2,1,2,3,1,1,1,1,1,2,na,3
2,1,60,10,1,1,1,1,3,3,1,2,1,1,2,1,1,1,4,2,1,2,4,2,1,2,1,3,2,2,2
2,1,89,10,1,2,1,1,2,99,3,4,1,na,1,1,1,2,4,1,2,2,3,na,3,2,1,3,2,1,na
2,1,74,95,1,1,1,1,1,6,2,7,1,2,1,2,2,1,4,3,1,3,2,1,3,1,1,3,1,2,3
1,5,64,10,1,1,1,1,2,4,3,4,1,1,1,1,1,2,4,2,3,3,4,2,1,1,1,3,2,na,2
2,1,45,10,1,1,1,1,2,99,2,7,1,2,2,1,3,2,2,2,1,3,3,1,3,2,1,3,2,2,1
1,1,81,13,1,1,1,1,2,6,2,7,1,2,1,1,3,1,4,2,1,3,2,2,3,1,1,3,1,1,2
1,2,22,12,1,7,1,2,4,4,3,4,0,na,2,1,1,1,5,2,2,1,2,1,3,1,1,3,1,na,5
1,5,43,9,1,na,1,na,na,6,3,5,na,na,na,2,3,1,3,2,3,3,4,1,3,1,1,3,1,1,3
2,1,71,10,2,1,1,1,2,4,1,2,1,1,2,1,2,2,4,3,3,2,2,2,1,1,1,2,2,na,1
1,1,66,9,1,1,1,1,3,4,3,4,0,na,1,1,3,1,3,1,3,2,4,1,2,1,2,na,2,na,2
2,1,56,9,2,1,1,1,3,6,2,7,1,2,1,2,3,1,4,2,1,2,2,1,1,1,1,2,2,na,1
2,6,66,13,2,1,1,1,3,5,2,6,1,2,2,1,3,1,4,3,1,3,2,2,1,2,1,1,2,na,2
2,1,57,16,2,4,1,1,2,4,1,1,1,1,2,2,3,1,3,1,1,3,3,1,1,1,2,na,3,na,1
2,1,77,6,2,1,1,2,2,99,1,2,1,2,2,1,3,1,4,1,1,2,2,1,1,1,1,2,1,na,3
2,1,33,13,1,1,2,1,3,6,2,7,1,2,1,1,3,1,4,3,3,2,4,na,1,1,1,2,2,na,3
2,1,30,14,1,1,1,1,2,5,2,6,1,2,2,1,2,1,4,1,1,3,3,2,1,1,1,2,2,na,3
1,1,50,10,2,1,1,1,3,99,2,6,0,na,1,1,1,1,5,3,3,3,2,1,3,1,2,na,3,na,3
2,4,25,9,2,4,1,2,4,99,1,2,na,na,2,1,1,2,4,2,2,1,1,2,1,2,1,2,3,na,5
2,1,64,10,1,1,1,1,1,5,3,4,1,2,1,1,3,1,3,2,1,2,3,2,1,1,1,3,2,na,2
1,1,na,14,2,2,1,1,1,4,3,3,1,1,2,1,1,1,2,3,2,1,4,2,1,2,2,na,3,na,2
1,2,37,10,1,4,1,1,2,2,1,1,1,1,2,1,3,2,2,3,2,1,2,2,1,1,1,3,2,na,4
2,1,20,11,1,1,1,1,1,99,3,5,1,2,2,2,1,2,5,2,3,1,3,1,3,1,2,na,3,na,1
2,2,70,13,1,1,1,1,2,6,2,6,1,2,2,2,3,1,4,2,1,1,3,1,3,1,1,3,1,2,2
1,1,23,9,2,4,2,2,4,99,1,2,na,na,2,1,1,2,5,1,3,3,3,1,1,2,2,na,3,na,5
1,1,42,13,1,1,1,1,2,3,3,3,1,1,2,1,1,2,3,3,2,2,4,1,1,1,1,2,2,na,3
2,1,36,9,2,2,1,1,3,4,3,3,0,na,2,1,3,2,4,2,2,3,3,1,1,1,1,3,2,na,3
1,1,80,13,1,na,1,na,na,6,2,7,na,na,na,2,3,1,4,3,1,2,2,1,3,1,1,3,1,2,2
2,1,30,7,2,1,1,1,3,99,3,3,0,na,1,1,2,2,5,2,3,1,3,1,1,1,1,3,1,na,4
2,3,50,13,1,2,1,1,2,3,1,1,1,1,2,1,1,2,2,3,2,3,3,2,2,2,1,2,2,1,4
1,2,55,10,1,1,na,2,2,99,1,na,0,na,2,1,2,1,4,1,1,1,4,1,2,1,1,3,1,na,3
1,1,70,13,2,2,1,1,1,3,1,2,1,1,2,1,1,2,2,1,2,2,4,2,1,1,2,na,3,na,3
1,1,74,16,1,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,2
1,1,37,16,2,2,1,1,2,6,3,5,1,1,2,1,1,2,3,2,3,2,3,2,1,1,2,na,3,na,2
2,1,75,9,2,3,1,2,2,4,1,1,1,2,2,1,1,1,4,2,1,3,2,1,1,1,2,na,2,na,3
2,2,69,14,1,2,1,1,1,4,1,1,1,1,2,1,1,2,2,2,2,3,4,2,1,1,1,2,2,na,1
1,1,82,10,1,1,1,1,1,6,3,5,1,2,na,1,2,1,4,2,2,3,3,1,3,1,1,1,3,na,2
1,1,70,14,2,1,1,1,2,6,2,7,1,2,2,1,1,2,3,1,1,2,3,1,1,1,2,na,2,na,2
1,1,25,11,1,2,1,1,3,5,3,4,0,na,1,1,3,1,5,1,3,3,2,1,1,1,2,na,3,na,3
2,1,39,13,1,5,1,1,2,6,2,6,1,5,2,1,3,1,3,2,2,1,3,1,1,2,1,3,1,1,2
2,1,25,13,1,4,1,1,3,3,3,3,1,1,2,1,3,2,3,2,2,3,3,2,1,1,2,na,2,na,2
2,1,42,12,2,4,1,2,4,99,1,2,1,2,1,1,1,2,5,3,3,3,2,2,1,1,1,1,1,na,4
2,2,76,9,1,1,1,1,2,4,1,1,1,1,2,1,3,2,3,2,2,3,3,2,1,1,1,2,1,1,3
2,1,na,10,1,1,1,1,2,4,2,6,1,2,2,1,3,1,3,1,1,2,2,1,2,1,1,3,2,1,2
2,1,56,9,1,na,1,na,na,6,2,7,na,na,na,2,2,1,4,1,1,2,3,1,3,1,1,3,1,1,2
2,1,63,14,1,1,1,1,3,4,3,4,1,1,2,1,3,2,2,2,1,3,4,1,1,1,1,2,2,na,2
1,1,43,4,1,1,1,2,4,4,3,4,0,na,1,1,3,1,4,1,1,3,3,1,3,1,1,3,1,na,2
2,1,68,9,1,2,1,1,2,99,3,4,0,na,1,1,1,1,2,1,1,2,3,1,3,1,1,3,1,na,2
1,1,65,14,1,3,1,1,2,5,3,5,1,3,2,1,3,1,3,1,3,1,4,2,2,1,2,na,2,na,2
1,1,87,9,1,1,1,1,1,6,2,7,1,2,1,1,3,1,3,3,1,2,3,2,2,2,1,3,1,1,3
1,1,45,13,2,1,1,1,2,5,3,5,1,2,2,1,3,1,3,2,3,3,2,1,2,1,1,2,1,na,4
1,1,34,13,2,2,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,na,3,na,2
1,5,43,10,2,1,1,1,2,5,3,4,1,2,1,1,3,1,4,2,3,2,2,1,1,1,1,1,3,na,4
2,1,55,14,1,4,1,1,2,2,1,1,1,1,2,1,1,2,3,1,2,1,3,2,1,2,1,3,3,na,1
2,1,65,9,2,1,1,1,3,99,1,2,1,2,2,1,3,2,4,1,1,3,2,1,1,1,1,2,2,na,3
1,1,40,11,1,2,1,2,2,6,2,7,1,2,2,1,2,1,5,3,1,2,3,1,2,1,1,1,1,na,5
2,1,55,14,1,na,1,na,na,4,3,3,na,na,na,1,2,1,2,2,2,3,4,2,1,2,1,3,2,na,1
2,1,25,14,1,1,1,1,2,4,3,5,1,2,2,2,2,1,4,1,1,2,2,1,1,2,1,1,2,1,2
1,1,62,15,1,1,1,1,2,5,3,5,1,2,2,2,2,1,5,3,1,3,3,1,2,1,1,2,1,na,2
2,6,60,13,1,4,1,1,3,99,1,2,1,1,na,1,1,2,3,2,2,3,2,2,1,1,1,3,3,na,5
2,1,53,9,1,3,1,1,3,5,3,4,0,na,1,1,2,2,5,2,1,3,3,1,1,1,1,3,1,1,4
2,1,67,9,1,na,1,na,na,5,1,1,na,na,na,2,2,1,4,3,1,2,3,2,1,1,2,na,1,na,3
1,1,49,9,2,1,1,1,1,4,5,5,1,2,1,1,3,1,4,1,1,2,2,2,1,1,1,2,2,na,3
2,2,34,9,2,4,1,1,2,4,1,1,1,1,2,1,3,2,3,3,2,1,2,2,1,2,2,na,2,na,1
2,2,42,90,1,6,1,1,1,5,5,4,0,na,1,2,2,1,3,1,2,2,4,2,1,1,1,3,1,na,2
2,2,37,13,1,5,1,1,3,99,1,1,1,1,2,1,3,2,2,3,2,3,na,2,1,2,1,3,2,na,2
2,1,54,13,1,2,1,1,3,4,2,6,1,2,2,1,1,1,4,3,1,3,2,1,2,1,1,1,2,na,4
1,1,29,13,2,4,2,1,3,3,1,2,1,1,1,1,1,2,3,3,2,3,4,2,1,2,2,na,3,na,2
1,6,70,11,2,1,1,1,1,7,5,5,1,2,1,1,1,1,5,1,1,1,2,1,3,2,1,3,2,na,5
1,6,20,10,1,4,1,1,1,3,3,4,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,1,2,na,2
na,1,na,na,1,na,1,na,na,5,1,1,na,na,na,1,1,2,3,2,2,2,4,2,2,2,1,3,1,1,na
2,1,48,13,1,1,1,1,3,5,2,7,1,2,1,1,2,1,4,1,1,2,2,1,2,1,1,3,2,1,3
1,1,58,10,1,1,1,1,3,6,2,7,1,2,1,1,2,1,4,1,1,2,2,1,2,1,1,3,1,2,4
1,3,61,15,1,2,1,2,3,5,3,4,1,3,2,1,1,2,2,1,1,2,2,2,2,1,1,3,2,1,3
1,1,90,10,2,1,1,1,2,6,2,7,1,2,1,2,3,1,5,2,3,3,2,1,3,1,1,3,2,na,5
1,1,88,13,2,4,1,1,1,4,3,4,1,2,2,1,2,1,4,3,2,2,3,2,1,2,2,na,3,na,2
1,1,32,13,2,2,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,na,3,na,2
1,1,28,13,1,1,1,2,3,6,2,6,1,2,1,2,1,1,2,3,1,2,4,1,2,1,1,3,2,2,2
1,na,na,14,1,1,1,1,2,6,2,6,1,2,2,2,3,1,4,1,3,2,4,1,3,2,1,3,1,1,4
1,4,62,10,2,na,1,na,na,2,3,3,na,na,na,1,3,1,3,1,3,3,2,2,1,1,2,na,3,na,3
2,1,78,16,1,1,1,1,2,2,1,1,1,1,2,1,1,2,3,3,2,2,3,2,1,2,1,2,2,na,1
2,1,63,14,2,4,1,1,1,3,1,2,1,1,2,1,3,2,2,3,2,3,4,2,1,1,1,3,2,na,1
2,1,54,10,2,1,1,1,2,3,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,1,2,2,na,4
2,3,58,9,1,na,1,na,na,2,1,1,na,na,na,1,1,1,3,2,2,2,3,2,1,1,2,na,3,na,na
1,1,81,9,1,2,1,1,2,4,1,2,1,1,2,1,3,1,2,2,3,3,4,1,2,1,1,3,1,na,3
1,1,59,11,1,1,1,2,2,7,2,7,1,2,1,1,3,1,4,2,1,2,4,2,1,1,1,3,2,na,2
2,1,42,14,2,4,1,2,4,4,3,5,0,na,1,1,1,2,3,1,3,3,2,2,1,1,2,na,3,na,2
2,1,60,10,1,1,1,1,2,6,2,7,0,na,1,2,3,1,3,1,3,2,4,2,2,1,1,2,2,na,2
2,2,41,14,1,1,1,1,2,4,1,1,0,na,2,1,1,2,3,3,3,3,3,2,1,1,1,3,3,na,4
1,5,34,13,2,1,1,1,2,6,2,7,1,2,2,1,3,2,3,2,1,3,3,2,1,1,2,na,2,na,3
2,2,55,14,1,2,1,1,2,4,1,1,1,1,2,1,3,2,3,3,1,3,4,2,2,1,1,3,2,na,2
2,1,72,14,1,1,1,1,3,7,2,7,1,2,1,1,2,1,5,1,1,2,2,1,3,1,1,3,1,2,2
1,1,58,13,1,2,1,1,2,4,3,3,1,1,2,1,3,1,3,3,2,2,3,2,1,2,1,1,2,na,2
2,3,54,13,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,1,1,2,2,1,1
2,3,37,15,2,3,1,2,3,99,1,2,na,na,2,1,1,2,4,3,3,3,3,2,1,1,2,na,1,na,3
2,1,33,10,2,6,1,2,4,na,3,5,1,na,1,2,2,1,4,2,3,3,2,2,1,1,1,2,3,na,3
1,1,63,11,1,1,1,1,1,5,3,4,1,1,2,1,1,2,4,3,3,2,4,2,1,1,1,3,2,na,2
2,1,64,13,1,1,1,1,2,6,2,7,1,2,2,1,3,1,3,2,3,2,4,1,2,1,1,1,2,na,2
2,1,56,10,2,6,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,na,3,na,2
1,1,51,10,1,1,2,1,1,7,2,7,1,2,1,2,3,1,4,2,1,3,2,1,1,1,1,3,1,na,3
1,1,34,13,2,na,1,na,na,5,2,6,na,na,na,1,3,1,2,2,2,3,2,1,1,1,1,2,2,na,1
1,3,68,13,1,4,1,2,2,4,3,4,1,1,1,1,3,1,4,1,1,3,2,1,3,1,2,na,2,na,4
2,1,63,10,1,4,1,1,2,4,1,2,1,1,2,1,1,2,3,2,2,3,4,2,1,2,1,1,2,na,3
1,1,32,13,2,2,1,1,1,2,3,3,1,3,2,1,3,1,4,2,2,3,2,2,1,2,2,na,3,na,1
2,1,39,16,1,na,1,na,na,1,1,1,na,na,na,1,3,2,2,2,2,2,3,2,1,1,1,1,3,na,2
1,1,56,9,1,1,1,1,2,4,5,5,1,2,2,1,3,2,3,1,1,3,4,2,1,1,1,3,2,na,2
2,6,53,13,1,1,1,1,1,5,1,1,1,1,2,1,1,2,4,3,3,1,3,2,2,2,1,2,2,na,5
na,2,63,13,1,1,1,2,1,4,1,1,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,3,2,na,3
2,1,55,14,1,na,1,na,na,6,2,6,na,na,na,2,2,1,4,1,1,2,3,1,3,1,1,3,1,1,2
1,1,23,10,2,2,2,2,3,99,3,4,na,na,2,1,1,2,4,3,1,2,2,2,1,1,2,na,2,na,3
1,1,55,8,1,1,1,1,1,6,2,6,0,na,1,2,2,1,5,1,1,2,4,1,3,1,1,2,1,na,2
1,1,66,14,2,4,1,2,3,5,2,6,1,1,2,1,1,2,2,2,2,2,3,1,1,1,2,na,3,na,1
2,1,68,5,2,1,1,1,2,99,1,1,1,2,1,1,1,2,5,1,1,3,1,1,2,1,1,2,1,na,3
2,1,68,9,2,4,1,1,1,3,1,1,1,1,2,1,3,2,3,2,2,2,3,2,1,1,2,na,2,na,2
1,1,88,11,1,1,1,1,2,5,2,6,0,na,2,1,3,2,3,3,2,2,4,1,2,1,1,3,2,na,3
1,5,76,13,1,na,1,na,na,7,2,7,na,na,na,1,3,1,4,3,1,3,4,1,3,1,1,2,1,na,5
2,1,44,10,1,1,1,2,4,6,2,6,1,2,1,1,2,1,3,1,1,2,3,1,3,1,1,3,1,2,2
2,1,31,13,1,1,1,1,3,6,3,5,1,5,2,1,1,1,3,3,2,2,3,1,2,1,1,3,2,1,1
1,1,39,10,2,1,1,1,3,3,3,3,1,1,2,1,3,2,3,1,3,2,2,2,1,1,2,na,3,na,3
2,1,47,11,2,4,1,1,2,2,5,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,na,3,na,1
2,1,67,12,2,1,1,2,4,99,1,1,1,1,2,1,3,2,4,3,1,3,3,1,3,1,1,3,1,na,1
2,5,66,11,2,na,2,na,na,6,1,2,na,na,na,1,3,1,3,2,1,3,3,1,3,1,2,na,1,na,3
2,1,53,12,1,2,1,1,3,4,3,5,na,na,2,1,1,1,3,3,2,3,1,2,1,1,2,na,3,na,3
2,1,19,9,2,1,1,1,1,99,3,3,0,na,2,1,1,2,3,2,2,3,4,2,1,2,2,na,2,na,2
2,1,67,8,2,2,1,1,4,99,3,4,1,na,2,2,3,2,4,3,2,2,2,2,1,1,2,na,3,na,4
2,1,51,12,2,na,1,na,na,4,3,4,na,na,na,2,3,2,3,1,3,3,4,1,1,1,2,na,2,na,3
1,5,46,9,1,1,1,1,3,4,1,1,1,1,2,1,1,1,3,2,2,3,4,1,3,1,2,na,2,na,2
2,1,57,9,1,1,2,1,2,99,2,7,1,2,1,1,3,1,5,2,1,3,4,2,1,1,1,2,1,na,4
2,1,28,13,1,2,1,1,2,4,3,4,1,1,2,1,3,1,2,3,3,3,2,2,1,2,1,3,1,na,3
2,1,61,13,1,1,1,1,3,3,1,1,1,1,2,1,1,2,3,2,2,3,3,2,1,2,1,2,2,na,1
2,1,56,10,1,na,1,na,na,3,1,2,na,na,na,1,1,2,3,2,2,3,3,2,1,1,2,na,3,na,1
1,1,37,9,1,1,1,2,3,99,2,7,1,2,1,1,2,1,3,3,3,3,2,1,3,1,1,3,1,2,3
2,1,48,11,2,3,1,2,2,5,3,5,1,3,1,1,1,1,4,1,2,2,4,1,1,1,2,na,3,na,2
2,6,55,14,1,1,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,2,4,2,1,2,2,na,2,na,2
2,1,na,10,1,2,1,1,2,6,3,5,1,2,na,2,2,na,4,1,1,2,3,na,3,1,1,3,1,na,2
1,1,41,11,2,1,1,2,4,99,5,4,0,na,2,1,3,2,3,3,2,3,2,2,1,1,1,1,2,na,4
1,1,32,14,1,4,1,1,2,5,2,6,1,2,2,1,2,1,3,3,3,2,4,1,1,1,2,na,3,na,2
1,4,60,6,1,1,2,2,na,4,1,1,na,na,na,1,3,1,5,2,2,1,1,1,3,2,1,3,1,na,na
2,1,54,10,2,na,1,na,na,3,3,4,na,na,na,1,1,1,4,3,3,2,4,2,1,1,2,na,2,na,4
2,1,61,11,1,1,1,1,3,5,2,7,1,2,1,1,3,1,4,1,3,2,2,1,2,1,1,3,2,2,3
2,2,31,10,1,1,1,1,3,99,1,1,0,na,2,1,1,2,3,1,1,2,3,1,1,2,2,na,1,na,2
1,1,28,13,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,2,2,na,2
2,1,64,14,1,4,1,1,2,2,1,1,1,1,2,1,3,2,3,2,2,3,3,2,1,1,1,1,3,na,2
1,1,86,9,2,2,1,1,2,99,3,4,0,na,2,1,3,1,3,3,3,3,4,1,2,1,2,na,2,na,3
1,3,53,15,2,4,1,1,2,3,1,1,1,1,2,1,1,2,1,2,2,1,4,2,1,1,2,na,3,na,2
1,2,53,10,1,na,1,na,na,99,1,1,na,na,na,1,3,1,5,3,1,1,4,2,3,2,1,3,1,2,4
2,1,35,9,1,1,1,1,1,6,2,7,1,2,2,1,3,1,4,1,1,2,3,1,3,1,1,3,2,1,2
2,2,31,9,1,1,1,1,1,99,1,1,1,1,2,1,3,2,1,2,2,2,4,2,1,1,1,3,1,2,1
2,1,35,9,2,4,1,2,3,3,1,2,1,1,1,1,3,2,3,1,2,2,3,2,1,2,2,na,3,na,3
1,1,28,9,1,1,1,1,3,6,2,7,1,2,1,2,2,1,5,2,1,2,2,1,2,1,2,na,1,na,2
2,1,42,11,1,2,1,1,3,2,3,3,0,na,2,1,3,2,3,3,3,3,3,2,1,2,1,1,2,na,3
1,2,39,8,1,1,1,1,3,99,1,1,1,1,2,1,2,1,4,2,2,3,4,1,1,1,1,3,1,2,1
1,6,52,10,1,na,1,na,na,99,1,2,na,na,na,1,1,2,4,2,3,3,4,1,1,1,1,2,1,na,1
2,2,63,10,1,1,1,1,1,99,1,1,1,1,2,1,3,1,2,2,1,3,3,1,3,2,1,3,1,2,2
1,1,56,10,1,1,1,1,1,6,2,7,1,2,1,1,3,1,2,3,1,2,2,1,2,1,1,3,2,na,3
2,1,58,10,1,na,1,na,na,6,2,6,na,na,na,2,1,1,4,1,3,2,2,2,3,1,1,1,2,na,3
1,1,58,14,1,4,1,1,2,2,1,1,1,1,2,1,3,1,2,3,2,3,4,1,1,1,1,3,2,1,1
2,1,22,13,1,2,1,1,3,5,2,6,1,1,1,1,1,2,3,2,2,2,4,1,1,1,1,2,2,na,2
2,2,42,8,1,3,1,1,2,99,5,3,0,na,1,1,3,2,3,3,3,1,1,2,2,2,1,3,2,1,5
2,1,62,15,2,1,1,1,1,2,2,7,1,2,1,1,1,2,5,1,3,2,3,2,1,1,1,3,2,na,1
1,3,23,13,1,3,1,1,3,3,3,3,1,3,2,1,1,1,3,3,2,2,3,1,1,2,1,3,1,2,3
2,1,45,14,2,4,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,na,3,na,1
2,1,49,11,1,1,1,1,2,99,3,5,1,2,1,1,3,1,5,3,3,3,2,1,2,2,1,3,1,2,3
1,5,44,16,2,2,1,1,1,5,3,4,1,2,2,1,1,2,2,1,1,2,4,1,1,1,1,2,2,na,1
1,5,20,9,1,na,1,na,na,99,3,4,na,na,na,1,1,2,3,2,2,3,3,1,1,1,1,3,1,na,3
1,5,59,13,1,na,2,na,na,2,1,1,na,na,na,1,1,2,2,2,2,1,3,2,1,2,1,2,2,na,na
1,1,54,13,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,3,2,1,1,2,na,2,na,na
1,1,76,14,1,3,1,1,2,4,3,3,1,1,2,1,3,1,2,2,1,3,4,2,1,2,1,3,2,2,1
2,1,42,14,1,1,2,1,2,6,2,7,1,2,1,2,2,1,4,1,3,2,2,2,1,1,1,3,2,na,3
2,2,55,10,1,2,1,1,1,4,1,1,1,1,2,2,2,1,3,3,3,3,2,2,3,1,1,3,1,na,2
2,1,55,10,1,1,1,1,2,99,3,3,1,2,2,1,3,1,4,3,1,2,2,1,1,1,1,2,2,1,3
1,1,47,11,2,na,1,na,na,6,3,5,na,na,na,1,3,1,3,3,1,1,2,1,2,2,2,na,3,na,5
1,3,65,14,2,na,1,na,na,4,3,4,na,na,na,1,1,2,3,1,2,3,3,2,1,1,2,na,2,na,na
2,6,71,10,2,1,1,1,2,3,3,3,0,na,2,1,3,1,3,1,2,2,2,1,2,1,1,1,3,na,3
1,1,26,7,1,4,1,1,3,2,3,4,0,na,2,2,3,1,5,1,1,1,1,1,1,1,2,na,3,na,3
2,1,71,9,1,1,1,1,1,7,2,7,1,2,2,2,3,1,5,1,1,2,2,1,3,1,1,3,1,1,2
1,1,31,12,1,1,1,1,2,5,2,6,1,3,2,1,3,1,3,1,3,2,4,1,1,1,1,1,2,na,4
2,1,55,11,1,4,1,2,2,6,2,7,1,2,2,2,3,1,4,1,1,2,3,1,3,1,1,3,1,2,4
2,1,40,9,1,2,1,1,3,6,2,7,1,2,2,1,1,1,3,3,3,3,4,1,3,1,1,3,1,na,3
1,1,60,14,2,1,1,1,1,6,3,5,1,5,2,2,2,1,4,1,1,2,3,1,2,1,2,na,2,na,2
2,1,45,14,1,2,1,1,3,4,2,6,0,na,2,1,1,1,2,2,2,3,3,1,2,2,1,3,1,1,1
2,3,62,10,1,4,1,1,2,3,1,2,1,1,na,1,1,2,3,2,2,1,4,na,2,2,1,3,3,1,3
2,1,34,15,2,2,1,1,1,4,3,5,1,3,2,1,3,2,4,1,3,3,2,2,1,1,2,na,3,na,3
1,1,45,13,1,1,1,1,1,4,3,4,1,1,2,1,1,1,2,1,2,2,3,1,2,1,1,1,3,na,3
2,2,28,14,1,4,1,1,3,99,1,1,1,1,2,1,3,2,2,2,2,3,3,2,1,1,1,3,2,na,3
2,1,55,14,1,1,1,1,2,6,2,7,1,2,1,1,3,1,4,1,3,2,4,1,3,1,1,3,1,1,1
2,1,38,9,2,na,2,na,na,2,1,1,na,na,na,1,1,2,3,1,2,3,3,2,1,2,2,na,3,na,3
2,1,48,13,1,2,1,1,2,3,1,2,1,1,2,1,1,2,2,2,2,2,3,2,1,1,1,2,2,na,2
2,1,59,14,2,6,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,4,2,1,1,1,3,3,na,4
1,1,30,7,2,2,1,1,3,4,1,1,1,1,2,1,1,2,3,3,2,2,3,2,1,1,2,na,3,na,1
1,5,61,10,2,1,2,1,2,99,3,4,na,na,2,1,3,1,3,2,3,3,4,2,3,2,1,3,1,na,3
1,1,51,13,2,2,2,1,1,7,2,6,1,2,2,1,2,1,4,2,1,2,2,2,1,1,2,na,3,na,3
2,2,25,13,2,4,1,1,3,2,1,2,1,1,2,1,1,2,4,2,2,3,3,2,1,1,2,na,3,na,2
2,1,47,6,1,1,1,1,2,99,3,4,na,na,1,1,1,2,5,3,1,3,1,1,2,1,2,na,2,na,3
1,1,na,12,1,2,1,1,2,6,2,7,0,na,1,2,3,1,4,3,1,2,3,1,3,1,1,3,1,2,1
2,5,66,14,1,1,1,1,2,99,1,1,1,1,2,1,1,1,3,1,1,2,4,1,3,2,1,3,2,2,1
2,6,26,13,1,4,1,2,4,2,1,1,0,na,2,1,2,2,4,1,2,1,4,2,1,1,1,1,2,na,4
1,1,65,9,2,na,1,na,na,7,2,6,na,na,na,1,3,1,4,1,1,2,3,1,2,2,1,3,1,na,3
2,2,30,9,1,1,1,1,3,4,5,3,0,na,2,2,3,2,3,2,2,2,3,1,1,2,1,3,1,na,3
1,1,66,16,1,1,1,2,3,4,3,3,1,1,2,1,3,1,4,1,3,1,2,1,2,1,1,3,2,1,1
2,1,74,9,1,1,1,1,1,6,3,4,1,2,2,1,2,1,4,2,1,2,4,2,2,1,1,3,2,2,2
2,1,69,11,1,1,1,1,2,99,1,1,1,2,2,1,3,2,4,2,1,2,2,2,2,1,1,3,2,1,3
2,1,68,9,1,na,1,na,na,6,2,7,na,na,na,1,3,1,5,1,1,2,2,1,3,1,1,3,1,na,4
2,1,71,14,2,1,1,1,1,4,3,3,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,na,3,na,1
2,1,43,10,2,1,1,2,4,99,1,2,0,na,1,1,3,2,5,1,3,2,2,1,1,1,2,na,3,na,3
2,6,20,7,2,4,1,1,2,99,3,3,na,na,2,1,1,2,4,3,3,3,3,1,1,1,1,1,1,na,2
2,1,51,14,1,na,1,na,na,2,1,1,na,na,na,1,1,1,3,2,2,3,4,2,1,2,1,1,2,na,na
1,1,68,9,2,na,1,na,na,4,3,3,na,na,na,1,1,2,2,3,2,2,2,1,3,1,1,2,1,na,1
2,1,26,13,1,1,1,1,2,6,2,7,1,2,2,2,2,1,3,3,1,1,2,1,3,1,1,3,2,2,2
2,1,64,12,1,1,1,1,2,4,3,5,1,2,2,1,1,2,5,3,1,3,2,1,3,1,1,2,1,1,2
